English Language Name	Alternate Language Name	ISO code	ROD code	Variant code	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scriture App Builder HTML	Google Play (Android app)	Android App (SE version)	Buy	BibleIs	YouVersion	Bibles.org	GRN	GoBible	MySword (Android)	Playlist Audio	Jesus Film (SE and YouTube)	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video	Scripture Animation Video	The Last Day Video	Jesus/Children Video	History	5fish	iTunes	Maps	
Swedish	Åland Islands Swedish, Sverige, Southwest Finland Swedish, Standard Swedish, Uusimaa Swedish, Österbotten, Nyland Swedish, Ostrobothnian, Ruotsi, Svenska, Dalecarlian, Eastern Swedish, Elfdalian, Gutniska, Jamska, Northern Swedish, Southern Swedish, Svea, Estonian Swedish, Finland Swedish, Gotlandic, Gutamal, Gutnic, Norrland, Scanian, Skåne, Skånska, Älvdalska, Övdalian, Övdalsk	swe			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=swe	Denmark, Finland, Sweden															1		https://www.scriptureearth.org/data/swe/study/swe_Swedish_Study_Bible-4.7.apk: (version 4.7 Andoid 2.3.3+))	Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/swedish-bibles/	https://live.bible.is/bible/SWESFB/Mat/1	Bible.com (YouVersion) Svenska Kärnbibeln (SKB): https://www.bible.com/bible/1111/MAT.1 ## Bible.com (YouVersion) - Svenska Folkbibeln 2015 (SFB15): https://www.bible.com/bible/1223/MAT.1 ## Bible.com (YouVersion) - Bibel 2000 (B2000): https://www.bible.com/bible/154/MAT.1 ## Bible.com (YouVersion) - Svenska Folkbibeln (SFB98): https://www.bible.com/bible/160/MAT.1 ## Bible.com (YouVersion) - Karl XII 1873 (SK73): https://www.bible.com/bible/161/MAT.1 ## Bible.com (YouVersion) - Svenska 1917 (SVEN): https://www.bible.com/bible/166/MAT.1 ## Bible.com (YouVersion) - Nya Levande Bibeln (BSV): https://www.bible.com/bible/33/MAT.1 ## Bible.com (YouVersion) - Bible 2000, Swedish Translation (B2000D): https://www.bible.com/bible/417/MAT.1 ## Bible.com (YouVersion) - Svenskbibel (SB): https://www.bible.com/bible/542/MAT.1 ## Bible.com (YouVersion) - nuBibeln (NUB): https://www.bible.com/bible/916/MAT.1	Bibles.org - Bibel 2000 (B2000): https://bibles.org/swe-B2000/Matt/1					https://www.scriptureearth.org/data/swe/video/JESUSFilm-swe.txt											https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/swedish.html					
Sylheti	Sileti, Siloti, Srihattia, Sylhetti, Sylhetti Bangla, Syloti, Syloty, Siloti, Srihattia, Sylhetti, Sylhetti Bangla, Syloti, Syloty, Bengali of Cachar, Sylheti Bangla, Sylheti Bengali	syl	"655	g	https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=syl&ROD_Code=655&Variant_Code=g	Bangladesh, Bangladesh, India, India	27				1										1			Sylheti resources (Shantir Boi Book Shop): http://shantirboi.org/				Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/655				https://www.scriptureearth.org/data/syl/video/http://jesusfilmmedia.org/video/1_1236-mld-0-0/sylhetti/my-last-day			https://www.scriptureearth.org/data/syl/video/ActsVideo-syl.txt												languages of Northeastern Bangladesh: http://www.ethnologue.com/map/BD_ne ## languages of India: http://www.ethnologue.com/map/IN_05	
Sylheti	Sileti, Siloti, Srihattia, Sylhetti, Sylhetti Bangla, Syloti, Syloty	syl	"655	h	https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=syl&ROD_Code=655&Variant_Code=h	Bangladesh, Bangladesh, India, India	27				1										1			Sylheti resources (Shantir Boi Book Shop): http://shantirboi.org/				Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/655				https://www.scriptureearth.org/data/syl/video/http://jesusfilmmedia.org/video/1_1236-mld-0-0/sylhetti/my-last-day			https://www.scriptureearth.org/data/syl/video/ActsVideo-syl.txt												languages of Northeastern Bangladesh: http://www.ethnologue.com/map/BD_ne ## languages of India: http://www.ethnologue.com/map/IN_05	
Syriac	Eastern Syriac, Western Syriac, Ancient Syriac, Classical Syriac, Lishana Atiga, Suryaya, Suryoyo	syc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=syc	Turkey															1																		https://www.scriptureearth.org/data/syc/video/Magdalena-syc.txt									
Taabwa	Shila, Ichitaabwa, Kitabwa, Lungu, Rungu, Taabua, Tabwa, Zabwa	tap			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tap	Democratic Republic of the Congo, Zambia															1																											
Tabaru	Adu, Nyeku, Tobaru	tby			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tby	Indonesia															1											https://www.scriptureearth.org/data/tby/video/JESUSFilm-tby.txt																
Tabassaran	Ghumghum, Tabasarantsky, Tabassaran, North Tabasaran, South Tabasaran, Khanag, Tabasaran, Tabasarantsky	tab			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tab	Russia															1				https://live.bible.is/bible/TABIBT/Mat/1	Bible.com (YouVersion) Tabassaran New Testament (ТабЦЙ): https://www.bible.com/bible/2081/MAT.1						https://www.scriptureearth.org/data/tab/video/JESUSFilm-tab.txt																
Tabo, Aramia	Tabo, Aramia River, Fly River, Waya	knv	"17012		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=knv&ROD_Code=17012	Papua New Guinea	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.knv.tabo.nt		New Testament (Virtual Storehouse): http://virtualstorehouse.org/tabo-aramia-nt-knva	https://live.bible.is/bible/KNVPNG/mat/1	Bible.com (YouVersion) - Godokono Hido Tabo (KNVANT): https://www.bible.com/bible/959/MAT.1	Bibles.org - KNVANT: https://bibles.org/knv-KNVANT/Matt/1		TaboAramiaNT.jar	 knvA.bbl.mybible																	languages of Papua New Guinea: http://www.ethnologue.com/map/PG_14	
Tabo, Fly River	Tabo	knv	"17013		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=knv&ROD_Code=17013	Papua New Guinea	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.knvf.tabo.flyriver.nt		New Testament (Virtual Storehouse): http://virtualstorehouse.org/tabo-fly-river-nt-knvf	https://live.bible.is/bible/KNVPNG/Mat/1	Bible.com (YouVersion) - Nupela Testamen long tokples Tabo (Fly River) long Niugini (KNVF): https://www.bible.com/bible/989/MAT.1	Bibles.org - KNVF: https://bibles.org/knv-KNVF/Matt/1		Tabo-FlyRiverNT.jar	 knvF.bbl.mybible																	languages of Papua New Guinea: http://www.ethnologue.com/map/PG_14	
Tacana	Takana	tna			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tna	Bolivia	27		100		1				100						1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.tna.tacana.nt		New Testament (Virtual Storehouse): http://virtualstorehouse.org/tacana-nt-tna	https://live.bible.is/bible/TNAWBT/MAT/1	Bible.com (YouVersion): https://www.bible.com/bible/681/MAT.1	Bibles.org: https://bibles.org/tna-TNANT/Matt/1	Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/1697		 tna.bbl.mybible																		
Tacawit	Tachawit, Aurès, Awras, Chaouia, Chawi, Shawia, Shawiya	shy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=shy	Algeria															1																		https://www.scriptureearth.org/data/shy/video/Magdalena-shy.txt									
Tagabawa	Tagabawa Bagobo, Tagabawa Manobo, Bagobo, Tagabawa Manobo	bgs			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bgs	Philippines	27		100		1				100						1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearth.bgs.pb.apk		New Testament (Virtual Storehouse): http://virtualstorehouse.org/tagabawa-nt-bgs		Bible.com (YouVersion): https://www.bible.com/bible/1116/MAT.1	Bibles.org: https://bibles.org/bgs-BGSNTPO/Matt/1	Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/290		 bgs.bbl.mybible																	languages of Southern Philippines: http://www.ethnologue.com/map/PH_s	
Tagalog		tgl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tgl	Philippines															1			Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/tagalog-bibles/	https://live.bible.is/bible/TGLPBS/Mat/1	Bible.com (YouVersion) - Ang Salita ng Dios (ASND): https://www.bible.com/bible/1264/MAT.1 ## Bible.com (YouVersion) - Magandang Balita Biblia (2005) (MBB05): https://www.bible.com/bible/144/MAT.1 ## Bible.com (YouVersion) - Ang Biblia (TLAB): https://www.bible.com/bible/177/MAT.1 ## Bible.com (YouVersion) - Magandang Balita Bible (Revised) (RTPV05): https://www.bible.com/bible/399/MAT.1	Bibles.org: https://bibles.org/tgl-MBB05/Matt/1					https://www.scriptureearth.org/data/tgl/video/JESUSFilm-tgl.txt											https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/tagalog.html					
Tagbana	Djidanan, Fondebougou, Fourgoula, Gbo, Katiara, Katiola, Niakaramadougou, Niangbo, Niediekaha, Tafire, Zoro, Sénoufo, Tagwana, Tagouna, Tagwana	tgw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tgw	Côte d'Ivoire															1											https://www.scriptureearth.org/data/tgw/video/JESUSFilm-tgw.txt																
Tagbanwa, Calamian	Baras, Binatuanen, Binuswanganen, Inawanwaanen, Kinalamiananen, Lininipaknen, Tinalaanen, Kinaramiananen, Kalamian Tagbanwa, Kalamianon, Tinagbanwa	tbk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tbk	Philippines			100						100						1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.tagbanwa.calamian.tbk		New Testament (Virtual Storehouse): http://virtualstorehouse.org/calamian-tagbanwa-nt-tbk		Bible.com (YouVersion): https://www.bible.com/bible/1438/MAT.1		Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/261	Tagbanwa_Calamian_NT.jar	 tbk.bbl.mybible		https://www.scriptureearth.org/data/tbk/video/JESUSFilm-tbk.en.txt															languages of Southern Philippines: http://www.ethnologue.com/map/PH_s	
Tahitian	Reo Tahiti	tah			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tah	French Polynesia															1			Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/tahitian-bibles/								https://www.scriptureearth.org/data/tah/video/JESUSFilm-tah.txt																
Tai	Tay	taw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=taw	Papua New Guinea															1																											
Tai Dam	Black Tai, Hei Dai, Jinping Dai, Tailam, Tailon, ʼTáy Ðăm, Tai Muoi, Meuay, Tai Muei, Tay Mueai, Tai Noir, Thai Den, Táy Mu’ò’i, Tai Mueai, ’Táy, Tai Do, Thái Den	blt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=blt	China, Laos, Thailand, Vietnam															1				https://live.bible.is/bible/BLTBLT/mat/1							https://www.scriptureearth.org/data/blt/video/JESUSFilm-blt.txt																
Tai Lue	Jinghong, Lü, Dai, Dai Le, Lu, Lue, Ly, Pai’i’, Pai-I, Shui-Pai-I, Sipsongpanna Dai, Tai Lu, Xishuangbanna Dai, Muang Yong, Shu-Ai-I, Yong, Pai-Yi, Thai Lu, Duon, Nhuon	khb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=khb	China, Laos, Myanmar, Thailand, Vietnam															1																											
Tairora, North	Tairora, Aantantara, Arau-Varosia, Arokaara, Saiqora, Andandara, Arau-Barosia, Arokara, Sai’ora	tbg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tbg	Papua New Guinea	27				1		18		18						1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.tbg.tairora.north		Scriptures (Virtual Storehouse): http://virtualstorehouse.org/tairora-north-nt-tbg	https://live.bible.is/bible/TBGWBT/mat/1	Bible.com (YouVersion): https://www.bible.com/bible/867/MAT.1	Bibles.org: https://bibles.org/tbg-TBGNTPO/Matt/1	Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/464		 tbg.bbl.mybible		https://www.scriptureearth.org/data/tbg/video/JESUSFilm-tbg.txt															languages of Papua New Guinea: http://www.ethnologue.com/map/PG_10	
Tairora, South	Omwunra-Toqura, Aatasaara, Haaviqinra-Oraura, Vaira-Ntosara, Veqaura, Vinaata-Konkompira, Atakara, Baira, Habina-Oraura, Meauna, Obura-To’okena, Pinata-Konkombira	omw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=omw	Papua New Guinea	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.omw.tairora.south.nt		New Testament (Virtual Storehouse): http://virtualstorehouse.org/omwunra-toqura-south-tairora-nt-omw	https://live.bible.is/bible/OMWWBT/mat/1		Bibles.org: https://bibles.org/omw-OMWNT/Matt/1			 omw.bbl.mybible																	languages of Papua New Guinea: http://www.ethnologue.com/map/PG_10	
Taita	Bura, Chawia, Kasigau, Mbale, Mbololo, Mwanda, Werugha, Dawida, Dabida, Davida, Kidabida, Kidawida, Kitaita, Teita	dav			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=dav	Kenya															1					Bible.com (YouVersion) Biblia Ilagho Jiboie Kwa Wandu Wose (TAITA): https://www.bible.com/bible/2138/MAT.1																						
Taiwanese (Min Nan)	Hainan, Hokkien, Teochew, Chaochow, Fujian, Tiuchiu, Chinese, Min Nan, Banlamgi, Min Nan, Minnan, Chao-Shan, Leizhou, Longdu, Mai, Quanzhou, Shantou, Xiamen, Zhangzhou, Zhenan Min, Amoy, Changchew, Chaozhou, Chinchew, Choushan, Hainanese, Lei Hua, Li Hua, Qiongwen Hua, Swatow, Wenchang, Southern Min, Chiu Chao, Tiu Chiu, Teochiu, Fujianese, Fukienese, Teochow, Taechew, Min Nam, Fukien, Techu, Chaenzo, Sanso, Bân-lâm-gú, Taiwanese	nan			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nan	Brunei, China, Hong Kong, Indonesia, Macau, Malaysia, Philippines, Singapore, Taiwan, Thailand															1				https://live.bible.is/bible/NANTTV/Mat/1							https://www.scriptureearth.org/data/nan/video/JESUSFilm-Hainanese-nan.txt ## https://www.scriptureearth.org/data/nan/video/JESUSFilm-Taiwanese-nan.txt							https://www.scriptureearth.org/data/nan/video/Magdalena-nan.txt									
Tajik	Tadzhik, Tajiki, Tajiki Persian, Tajiki, Tajiki Persian	tgk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tgk	Kazakhstan, Kyrgyzstan, Tajikistan, Uzbekistan			100						100						1			Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/tajik-bibles/	https://live.bible.is/bible/TGKIBT/Mat/1	Bible.com (YouVersion) - Китоби муқаддаси оммафаҳм (КМО): https://www.bible.com/bible/1152/MAT.1 ## Bible.com (YouVersion) - Китоби Муқаддас 1992 (KM92): https://www.bible.com/bible/1477/MAT.1	Bibles.org - Китоби Муқаддас 1992 (KM92): https://bibles.org/tgk-KM92/Matt/1	Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/17083				https://www.scriptureearth.org/data/tgk/video/JESUSFilm-tgk.txt							https://www.scriptureearth.org/data/tgk/video/Magdalena-tgk.txt				https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/samarkand-tajik.html				languages of Kyrgyzstan and Tajikistan: http://www.ethnologue.com/map/KGTJ ## languages of Turkmenistan and Uzbekistan: http://www.ethnologue.com/map/TMUZ	
Tajio	Adjio, Kasimbar, Ta'adjio, Tadjio	tdj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tdj	Indonesia															1							Global Recordings Network (audio recordings): http://globalrecordings.net/en/language/tdj																			languages of Indonesia: http://www.ethnologue.com/map/ID_sl_ ## languages of Sulawesi: http://www.ethnologue.com/map/ID_sl_	
Takia	Megiar, Serang	tbc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tbc	Papua New Guinea	27		100		1				100						1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.tbc.takia		New Testament (Virtual Storehouse): http://virtualstorehouse.org/takia-nt-tbc	https://live.bible.is/bible/TBCPNG/Mat/1	Bible.com (YouVersion): https://www.bible.com/bible/1468/MAT.1	Bibles.org: https://bibles.org/tbc-TBC/Matt/1	Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/419	TakiaNT.jar	 tbc.bbl.mybible																	languages of Papua New Guinea: http://www.ethnologue.com/map/PG_07	
Takuu/Nakumanu	Takuu, Mortlock, Taku, Tau, Tauu	nho			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nho	Papua New Guinea															1																											
Takwane	Thakwani	tke			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tke	Mozambique	27	260			1	1	2	90	2	90					1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearth.tke.pb.apk		New Testament (Virtual Storehouse): http://virtualstorehouse.org/takwane-nt-tke		Bible.com (YouVersion): https://www.bible.com/bible/1426/MAT.1		Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/6360		 tke.bbl.mybible		https://www.scriptureearth.org/data/tke/video/JESUSFilm-tke.txt				https://www.scriptureearth.org/data/tke/video/GenesisVideo-tke.txt											languages of Mozambique: http://www.ethnologue.com/map/MZ	
Tal		tal			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tal	Nigeria															1																											
Talysh	Talesh, Talish, Talyshi, Tolışə zıvon, Tolish, Astara, Lenkoran, Lerik, Massali, Talish, Talyshi, Tolışə zıvon, Tolish, Central Talyshi, Northern Talyshi, Southern Talyshi, Taleshi, Talishi	tly			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tly	Azerbaijan, Iran			100						100						1											https://www.scriptureearth.org/data/tly/video/JESUSFilm-tly.txt															languages of Azerbaijan: http://www.ethnologue.com/map/AZ	
Tamajaq, Tawallammat	Amazigh, Tahoua, Tahoua Tamajeq, Tamachek, Tamashekin, Tamasheq, Tewellemet, Tomacheck, Touareg, Tourage, Tuareg, Tawallammat Tan Ataram, Tawallammet Tan Dannag, Ioullemmeden, Tamajaq, Tahoua, Tajag, Tamajeq, Tamashekin, Tamasheq, Tomacheck, Tawallammat Tan Dannag, Tahoua Tamajeq, Tamachek, Tewellemet, Touareg, Tourage, Tuareg, Azbinawa, Buzu	ttq		l	https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ttq&Variant_Code=l	Mali, Niger															1					Bible.com (YouVersion) - Ǝlinjil ǝn Ɣaysa Ǝlmǝsix (TTQ): https://www.bible.com/bible/1309/MAT.1		Audio recordings (Global Recordings Network): http://globalrecordings.net/en/langcode/ttq				https://www.scriptureearth.org/data/ttq/video/JESUSFilm-ttq.txt															languages of Mali: http://www.ethnologue.com/map/ML_1 ## languages of Niger: http://www.ethnologue.com/map/NE	
Tamang, Eastern	Tamang, Central-Eastern Tamang, Outer-Eastern Tamang, Southwestern Tamang, Kath-Bhotiya, Lama Bhote, Murmi, Rongba, Sailung Tamang, Sain, Tamang Gyoi, Tamang Gyot, Tamang Lengmo, Tamang Tam, Temal Tamang, Ishang, Sei	taj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=taj	India, Nepal	27				1										1				https://live.bible.is/bible/TAJWBT/Mat/1							https://www.scriptureearth.org/data/taj/video/JESUSFilm-taj.txt																
Tamang, Western	Northwestern dialect of Western Tamang, Rasuwa, Southwestern dialect of Western Tamang, Trisuli, Dhading, Nuwakot, Murmi, Sain, Tamang Gyot, Tamang Tam	tdg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tdg	Nepal															1																											
Tamasheq	Tamachen, Tamashek, Tamashekin, Tomacheck, tamachèque, , Tadghaq, Timbuktu, Kidal, Tanaslamt, Tombouctou, Tamasheq, Kidal, Tamashekin, Tomacheck, Tuareg, Tadhaq, Kidal Tamasheq, Tamashek, Tǝmajǝq, tamachèque, tamasagt	taq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=taq	Burkina Faso, Mali			100						100						1				https://live.bible.is/bible/TAQWBT/Mat/1	Bible.com (YouVersion): https://www.bible.com/bible/1144/MAT.1						https://www.scriptureearth.org/data/taq/video/JESUSFilm-taq.txt															languages of Burkina Faso: http://www.ethnologue.com/map/BF ## languages of Mali: http://www.ethnologue.com/map/ML_c_	
